Image,Name,Screen_Size,CPU_type,Memory,Storage,GPU,VRAM,GPU_Speed,GPU_Cores,Resolution,Weight,Backlit_Keyboard,Touchscreen,CPU_Speed,Number_of_Cores,Display_Type,Graphic_Type,Operating_System,Webcam,Price,Gaming,Workstation,Home
https://c1.neweggimages.com/ProductImage/A1CZS2304060WG6WG4C.jpg,Acer CB3143HTC9VS,14.0,Intel Celeron,4,128 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,3.9,Non-backlit,Yes,1.1,2-core Processor,Full HD,Integrated Card,Chrome OS,Yes,399,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-360-266-01.png,Acer Chromebook 315,15.6,Intel Pentium Silver,8,128GB Flash Memory,Intel UHD Graphics,2.0,750,16,1920 x 1080,3.5,Non-backlit,Yes,1.1,4-core Processor,Full HD,Integrated Card,Chrome OS,Yes,455,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-266-01.png,Acer Chromebook 315,15.6,Intel Pentium Silver,8,128GB Flash Memory,Intel UHD Graphics,2.0,750,16,1920 x 1080,3.5,Non-backlit,Yes,1.1,4-core Processor,Full HD,Integrated Card,Chrome OS,Yes,455,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A6ZPD22030916LKBXD0.jpg,"Acer Chromebook 315 Chromebook""",15.6,Intel Celeron,4,32 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,3.5,Non-backlit,No,1.1,4-core Processor,Full HD,Integrated Card,Chrome OS,No,319,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A6ZPD2203250PM4ZQ17.jpg,Acer Chromebook 511 C734 C734-C0FD,11.6,Intel Celeron,4,32 GB,Intel UHD Graphics,2.0,750,16,1366 x 768,4.9,Non-backlit,No,1.1,2-core Processor,HD,Integrated Card,Chrome OS,Yes,293,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A6ZPD2203250OACQQ9E.jpg,Acer Chromebook 515 CB515-1W CB515-1W-393L,15.6,Intel Core i3 11th Gen,8,128 GB,Intel UHD Graphics,2.0,750,16,1920 x 1080,3.7,Non-backlit,No,3.0,2-core Processor,Full HD,Integrated Card,Chrome OS,Yes,808,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A0ZXD2207070UZ6PH06.jpg,Acer Chromebook Spin 311,11.6,MediaTek Kompanio 500,4,32 GB,Mali-G72 MP3,2.0,900,3,1366 x 768,2.3,Non-backlit,Yes,2.0,8-core Processor,HD,Integrated Card,Chrome OS,No,280,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A6ZPD2207200TOX1P4B.jpg,Acer Chromebook Spin 512,12.0,Intel Celeron,4,32 GB,Intel UHD Graphics,2.0,750,16,1366 x 912,3.9,Non-backlit,Yes,1.1,4-core Processor,HD,Integrated Card,Chrome OS,No,343,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-269-05.jpg,Acer Nitro 16 AN16-41-R1WE,16.0,AMD Ryzen 7 7000 Series,16,512 GB PCIe,NVIDIA GeForce RTX 4060,8.0,16000,3072,1920 x 1200,5.9,Backlit,No,3.8,8-core Processor,WUXGA,Dedicated Card,Windows 11 Home,Yes,999,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-285-10.jpg,Acer Nitro 16 AN16-41-R3ZV,16.0,AMD Ryzen 5 7000 Series,16,512 GB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,1920 x 1200,5.9,Backlit,No,4.3,6-core Processor,WUXGA,Dedicated Card,Windows 11 Home,Yes,929,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-269-05.jpg,Acer Nitro 16 AN16-41-R5KC,16.0,AMD Ryzen 9 7000 Series,16,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,2560 x 1600,5.9,Backlit,No,4.0,8-core Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1699,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A24GD2306080CJ4CM67.jpg,Acer Nitro 5 AN515-58-73RS,15.6,Intel Core i7 12th Gen,16,512 GB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,1920 x 1080,5.9,Backlit,No,2.3,10-core (6P+4E) Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,749,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A24GD2305250CBF9M27.jpg,Acer Nitro 5 AN517-55-58G4,17.3,Intel Core i5 12th Gen,8,512 GB PCIe,NVIDIA GeForce RTX 3050,4.0,12000,2048,1920 x 1080,6.9,Backlit,No,2.0,8-core (4P+4E) Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,883,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-318-12.jpg,Acer Nitro V ANV15-51-59MT,15.6,Intel Core i5 13th Gen,8,512 GB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,1920 x 1080,4.9,Backlit,No,2.1,8-core (4P+4E) Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,849,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-319-09.jpg,Acer Nitro V ANV15-51-75HE,15.6,Intel Core i7 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,1920 x 1080,4.9,Backlit,No,2.4,10-core (6P+4E) Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,999,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-249-12.jpg,Acer Predator Helios 16 PH16-71-71AV,16.0,Intel Core i7 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4060,8.0,16000,3072,2560 x 1600,5.9,Backlit,No,2.1,16-core (8P+8E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1569,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-249-08.jpg,Acer Predator Helios 16 PH16-71-72YG,16.0,Intel Core i7 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,2560 x 1600,5.9,Backlit,No,2.1,16-core (8P+8E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1499,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-323-10.jpg,Acer Predator Helios 16 PH16-71-98ME,16.0,Intel Core i9 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,2560 x 1600,5.9,Backlit,No,2.2,24-core (8P+16E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1499,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-322-03.png,Acer Predator Helios 300 PH315-55-79KT,15.6,Intel Core i7 12th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 3070,8.0,14000,5120,2560 x 1440,5.9,Backlit,No,2.3,14-core (6P+8E) Processor,QHD,Dedicated Card,Windows 11 Home,Yes,929,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-287-07.jpg,Acer Predator Triton 14 PT14-51-7979,14.0,Intel Core i7 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,2560 x 1600,3.9,Backlit,No,2.4,14-core (6P+8E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1599,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-226-01.jpg,Acer Predator Triton 300 SE PT316-51s-7397,16.0,Intel Core i7 12th Gen,16,512 GB PCIe,NVIDIA GeForce RTX 3060,6.0,14000,3840,2560 x 1600,5.9,Backlit,No,2.3,14-core (6P+8E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1199,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-293-06.png,Acer SFG16-71-52SD,16.0,Intel Core i5 13th Gen,8,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1200,3.9,Backlit,No,1.3,10-core (2P+8E) Processor,WUXGA,Integrated Card,Windows 11 Home,Yes,499,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-294-01.jpg,Acer SFG16-71-7902,16.0,Intel Core i7 13th Gen,16,1 TB PCIe,Intel Iris Xe Graphics,4.0,1650,768,3200 x 2000,3.9,Backlit,No,2.4,14-core (6P+8E) Processor,WQXGA+,Integrated Card,Windows 11 Home,Yes,896,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-360-303-01.png,Acer TravelMate B3,11.6,Intel Celeron,4,128 GB PCIe,Intel UHD Graphics,2.0,750,16,1366 x 768,3.0,Non-backlit,No,1.1,4-core Processor,HD,Integrated Card,Windows 11 Pro Education,Yes,329,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A6ZPD2201080V9LGGBB.jpg,Acer TravelMate P2 P214-41-G2 TMP214-41-G2-R5EB,14.0,AMD Ryzen 5 5000 Series,8,256 GB PCIe,AMD Radeon Vega 7 Mobile,4.0,1800,448,1920 x 1080,3.9,Backlit,No,2.3,6-core Processor,Full HD,Integrated Card,Windows 10 Pro,Yes,709,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-725-214-05.jpg,Aorus 15 BKF-73US754SH,15.6,Intel Core i7 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4060,8.0,16000,3072,2560 x 1440,4.9,Backlit,No,2.4,14-core (6P+8E) Processor,QHD,Dedicated Card,Windows 11 Home,Yes,1399,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-725-204-04.jpg,Aorus 15 XE5-73USB34SH,15.6,Intel Core i7 12th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 3070 Ti,8.0,14000,5888,2560 x 1440,5.9,Backlit,No,2.3,14-core (6P+8E) Processor,QHD,Dedicated Card,Windows 11 Home,Yes,899,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-725-210-01.jpg,Aorus 15X ASF-83US654SH,15.6,Intel Core i7 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,2560 x 1440,5.9,Backlit,No,2.1,16-core (8P+8E) Processor,QHD,Dedicated Card,Windows 11 Home,Yes,1260,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-725-203-06.jpg,Aorus 17 XE5-73US534SH,17.3,Intel Core i7 12th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 3070 Ti,8.0,14000,5888,1920 x 1080,5.9,Backlit,No,2.3,14-core (6P+8E) Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,999,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/2SN-0001-020X4-01.jpg,Apple MacBook Air MQD32LL/A,13.3,Intel Core i5 5th Gen,8,128 GB,Intel HD Graphics 6000,1.5,1000,384,1440 x 900,2.9,Backlit,No,1.8,2-core Processor,TFT,Integrated Card,macOS 10.12 Sierra,Yes,449,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-096-431-01.jpg,Apple MacBook Pro MVVL2LL/A,16.0,Intel Core i7 9th Gen,32,512 GB,AMD Radeon Pro 5300M,4.0,12000,1280,3072 x 1920,4.9,Backlit,No,2.6,6-core Processor,Retina Display,Dedicated Card,macOS,Yes,889,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A6ZPD220421169JPM4F.jpg,"ASUS 11.6"" Chromebook CR1100FKA-YZ142T",11.6,Intel Celeron,4,32 GB,Intel UHD Graphics,2.0,750,16,1366 x 768,3.9,Non-backlit,Yes,1.1,4-core Processor,HD,Integrated Card,Chrome OS,Yes,445,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/A7AHD22051912C11TA7.jpg,Asus ExpertBook B1400CEA-XH51,14.0,Intel Core i5 11th Gen,8,256 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,3.9,Backlit,No,2.4,4-core Processor,Full HD,Integrated Card,Windows 10 Pro,Yes,962,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-223-01.jpg,ASUS F1603ZA-DS74,16.0,Intel Core i7 12th Gen,16,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,3840 x 2400,3.9,Backlit,No,2.3,14-core (6P+8E) Processor,WQUXGA,Integrated Card,Windows 11 Home,Yes,728,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-025-S07.jpg,ASUS F515EA-DH75,15.6,Intel Core i7 11th Gen,8,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,3.9,Backlit,No,2.8,4-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,614,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-025-S07.jpg,ASUS F515EA-DH75,15.6,Intel Core i7 11th Gen,8,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,3.9,Backlit,No,2.8,4-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,818,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-061-S09.jpg,ASUS K3500PH-DB51,15.6,Intel Core i5 11th Gen,8,512 GB PCIe,NVIDIA GeForce GTX 1650 Max-Q,4.0,7000,1024,1920 x 1080,3.9,Backlit,No,3.1,4-core Processor,Full HD,Dedicated Card,Windows 11 Home,Yes,964,TRUE,FALSE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-259-07.jpg,ASUS K3502ZA-DS74,15.6,Intel Core i7 12th Gen,16,512 GB PCIe,Intel Iris Xe Graphics,4.0,1650,768,1920 x 1080,3.9,Backlit,No,2.3,14-core (6P+8E) Processor,Full HD,Integrated Card,Windows 11 Home,Yes,1113,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-384-16.jpg,ASUS M1505YA-ES74,15.6,AMD Ryzen 7 7000 Series,16,1 TB PCIe,AMD Radeon Vega 8 Mobile,4.0,2000,512,1920 x 1080,3.9,Backlit,No,2.0,8-core Processor,Full HD,Integrated Card,Windows 11 Home,Yes,637,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-235-634-S01.jpg,ASUS ROG Flow X13 GV301QH-XS98-B,13.4,AMD Ryzen 9 5000 Series,32,1 TB PCIe,NVIDIA GeForce GTX 1650,4.0,8000,1024,3840 x 2400,2.9,Backlit,Yes,3.0,8-core Processor,WQUXGA,Dedicated Card,Windows 10 Pro,Yes,3589,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-104-V83.jpg,ASUS ROG Flow Z13 (2022) GZ301ZC-PS73,13.4,Intel Core i7 12th Gen,16,512 GB PCIe,NVIDIA GeForce RTX 3050,4.0,12000,2048,1920 x 1200,2.6,Backlit,Yes,2.3,14-core (6P+8E) Processor,FHD+,Dedicated Card,Windows 11 Home,Yes,899,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-105-01.jpg,ASUS ROG Flow Z13 (2022) GZ301ZE-XS94-B,13.4,Intel Core i9 12th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 3050 Ti,4.0,12000,2560,3840 x 2400,2.9,Backlit,Yes,2.5,14-core (6P+8E) Processor,WQUXGA,Dedicated Card,Windows 11 Pro,Yes,3469,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-105-01.jpg,ASUS ROG Flow Z13 (2022) GZ301ZE-XS94-B,13.4,Intel Core i9 12th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 3050 Ti,4.0,12000,2560,3840 x 2400,2.9,Backlit,Yes,2.5,14-core (6P+8E) Processor,WQUXGA,Dedicated Card,Windows 11 Pro,Yes,1499,FALSE,TRUE,FALSE
https://c1.neweggimages.com/ProductImage/34-236-386-40.jpg,ASUS ROG Flow Z13 (2023) GZ301VU-DS94,13.4,Intel Core i9 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,2560 x 1600,2.9,Backlit,No,2.6,14-core (6P+8E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1484,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-386-40.jpg,ASUS ROG Flow Z13 (2023) GZ301VU-DS94,13.4,Intel Core i9 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,2560 x 1600,2.9,Backlit,Yes,2.6,14-core (6P+8E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1649,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-388-02.jpg,ASUS ROG Strix G16 (2023) G614JU-ES94,16.0,Intel Core i9 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,2560 x 1600,5.9,Backlit,No,2.2,24-core (8P+16E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1329,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-429-11.jpg,ASUS ROG Strix G16 (2023) G614JU-NS54,16.0,Intel Core i5 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4050,6.0,16000,2560,1920 x 1200,5.9,Backlit,No,2.4,10-core (6P+4E) Processor,WUXGA,Dedicated Card,Windows 11 Home,Yes,899,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-376-19.jpg,ASUS ROG Strix G16 G614JI-XS96,16.0,Intel Core i9 13th Gen,32,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,2560 x 1600,5.9,Backlit,No,2.2,24-core (8P+16E) Processor,WQXGA,Dedicated Card,Windows 11 Pro,Yes,2119,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-376-19.jpg,ASUS ROG Strix G16 G614JI-XS96,16.0,Intel Core i9 13th Gen,32,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,2560 x 1600,5.9,Backlit,No,2.2,24-core (8P+16E) Processor,WQXGA,Dedicated Card,Windows 11 Pro,Yes,1801,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-449-01.jpg,ASUS ROG Strix G16 G614JV-ES94,16.0,Intel Core i9 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4060,8.0,16000,3072,2560 x 1600,5.9,Backlit,No,2.2,24-core (8P+16E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1799,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-449-01.jpg,ASUS ROG Strix G16 G614JV-ES94,16.0,Intel Core i9 13th Gen,16,1 TB PCIe,NVIDIA GeForce RTX 4060,8.0,16000,3072,2560 x 1600,5.9,Backlit,No,2.2,24-core (8P+16E) Processor,WQXGA,Dedicated Card,Windows 11 Home,Yes,1394,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-373-11.jpg,ASUS ROG Strix G17 G713PI-DS94,17.3,AMD Ryzen 9,16,1 TB PCIe,NVIDIA GeForce RTX 4070,8.0,16000,4608,2560 x 1440,6.9,Backlit,No,2.5,16-core Processor,WQHD,Dedicated Card,Windows 11 Home,Yes,1899,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-374-07.jpg,ASUS ROG Strix G17 G713PV-DS94,17.3,AMD Ryzen 9,16,1 TB PCIe,NVIDIA GeForce RTX 4060,8.0,16000,3072,2560 x 1440,6.9,Backlit,No,2.5,16-core Processor,WQHD,Dedicated Card,Windows 11 Home,Yes,1529,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-368-19.jpg,ASUS ROG Strix SCAR 16 (2023) G634JZ-XS96,16.0,Intel Core i9 13th Gen,32,1 TB PCIe,NVIDIA GeForce RTX 4080,12.0,18000,7424,2560 x 1600,5.9,Backlit,No,2.2,24-core (8P+16E) Processor,WQXGA,Dedicated Card,Windows 11 Pro,Yes,2464,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-479-12.jpg,ASUS ROG Strix SCAR 17 X3D (2023) G733PYV-XH97,17.3,AMD Ryzen 9 7000 Series,32,2 TB PCIe,NVIDIA GeForce RTX 4090,16.0,18000,9728,2560 x 1440,6.9,Backlit,No,2.3,16-core Processor,WQHD,Dedicated Card,Windows 11 Pro,Yes,3972,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-219-V20.jpg,ASUS ROG Zephyrus Duo 16 (2022) GX650RX-XS97,16.0,AMD Ryzen 9 6000 Series,32,2 TB PCIe,NVIDIA GeForce RTX 3080 Ti,16.0,16000,7424,2560 x 1600,5.9,Backlit,No,3.3,8-core Processor,WQXGA,Dedicated Card,Windows 11 Pro,Yes,1999,FALSE,FALSE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-219-V20.jpg,ASUS ROG Zephyrus Duo 16 (2022) GX650RX-XS97,16.0,AMD Ryzen 9 6000 Series,32,2 TB PCIe,NVIDIA GeForce RTX 3080 Ti,16.0,16000,7424,2560 x 1600,5.9,Backlit,No,3.3,8-core Processor,WQXGA,Dedicated Card,Windows 11 Pro,Yes,2299,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-359-03.jpg,ASUS ROG Zephyrus Duo 16 GX650PY-XS97,16.0,AMD Ryzen 9 7000 Series,32,2 TB PCIe,NVIDIA GeForce RTX 4090,16.0,18000,9728,2560 x 1600,5.9,Backlit,No,2.5,16-core Processor,WQXGA,Dedicated Card,Windows 11 Pro,Yes,3799,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-359-01.jpg,ASUS ROG Zephyrus Duo 16 GX650PZ-XS96,16.0,AMD Ryzen 9 7000 Series,32,1 TB PCIe,NVIDIA GeForce RTX 4080,12.0,18000,7424,2560 x 1600,5.9,Backlit,No,2.5,16-core Processor,WQXGA,Dedicated Card,Windows 11 Pro,Yes,2549,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-359-01.jpg,ASUS ROG Zephyrus Duo 16 GX650PZ-XS96,16.0,AMD Ryzen 9 7000 Series,32,1 TB PCIe,NVIDIA GeForce RTX 4080,12.0,18000,7424,2560 x 1600,5.9,Backlit,No,2.5,16-core Processor,WQXGA,Dedicated Card,Windows 11 Pro,Yes,3372,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-234-01.jpg,ASUS ROG Zephyrus Duo 16 GX650RM-ES74,16.0,AMD Ryzen 7 6000 Series,16,1 TB PCIe,NVIDIA GeForce RTX 3060,6.0,14000,3840,1920 x 1200,5.9,Backlit,No,3.2,8-core Processor,Wide UXGA,Dedicated Card,Windows 11 Home,Yes,2548,FALSE,TRUE,TRUE
https://c1.neweggimages.com/ProductImage/34-236-234-01.jpg,ASUS ROG Zephyrus Duo 16 GX650RM-ES74,16.0,AMD Ryzen 7 6000 Series,16,1 TB PCIe,NVIDIA GeForce RTX 3060,6.0,14000,3840,1920 x 1200,5.9,Backlit,No,3.2,8-core Processor,Wide UXGA,Dedicated Card,Windows 11 Home,Yes,2399,FALSE,FALSE,TRUE
